series,country,year,key,value
Electricity,Senegal,1979,Hydro,0
Electricity,Senegal,1980,Hydro,0
Electricity,Senegal,1981,Hydro,0
Electricity,Senegal,1982,Hydro,0
Electricity,Senegal,1983,Hydro,0
Electricity,Senegal,1984,Hydro,0
Electricity,Senegal,1985,Hydro,0
Electricity,Senegal,1986,Hydro,0
Electricity,Senegal,1987,Hydro,0
Electricity,Senegal,1988,Hydro,0
Electricity,Senegal,1989,Hydro,0
Electricity,Senegal,1990,Hydro,0
Electricity,Senegal,1991,Hydro,0
Electricity,Senegal,1992,Hydro,0
Electricity,Senegal,1993,Hydro,0
Electricity,Senegal,1994,Hydro,0
Electricity,Senegal,1995,Hydro,0
Electricity,Senegal,1996,Hydro,0
Electricity,Senegal,1997,Hydro,0
Electricity,Senegal,1998,Hydro,0
Electricity,Senegal,1999,Hydro,0
Electricity,Senegal,2000,Hydro,0
Electricity,Senegal,2001,Hydro,0
Electricity,Senegal,2002,Hydro,9
Electricity,Senegal,2003,Hydro,15
Electricity,Senegal,2004,Hydro,12
Electricity,Senegal,2005,Hydro,10
Electricity,Senegal,2006,Hydro,9
Electricity,Senegal,2007,Hydro,6
Electricity,Senegal,2008,Hydro,8
Electricity,Senegal,2009,Hydro,8
Electricity,Senegal,2010,Hydro,8
Electricity,Senegal,2011,Hydro,8
Electricity,Senegal,2012,Hydro,8
Electricity,Senegal,2013,Hydro,8
Electricity,Senegal,2014,Hydro,8
Electricity,Sudan,1971,Hydro,49
Electricity,Sudan,1972,Hydro,64
Electricity,Sudan,1973,Hydro,70
Electricity,Sudan,1974,Hydro,71
Electricity,Sudan,1975,Hydro,72
Electricity,Sudan,1976,Hydro,75
Electricity,Sudan,1977,Hydro,66
Electricity,Sudan,1978,Hydro,63
Electricity,Sudan,1979,Hydro,61
Electricity,Sudan,1980,Hydro,70
Electricity,Sudan,1981,Hydro,70
Electricity,Sudan,1982,Hydro,70
Electricity,Sudan,1983,Hydro,69
Electricity,Sudan,1984,Hydro,69
Electricity,Sudan,1985,Hydro,59
Electricity,Sudan,1986,Hydro,65
Electricity,Sudan,1987,Hydro,65
Electricity,Sudan,1988,Hydro,64
Electricity,Sudan,1989,Hydro,65
Electricity,Sudan,1990,Hydro,63
Electricity,Sudan,1991,Hydro,62
Electricity,Sudan,1992,Hydro,66
Electricity,Sudan,1993,Hydro,64
Electricity,Sudan,1994,Hydro,60
Electricity,Sudan,1995,Hydro,52
Electricity,Sudan,1996,Hydro,52
Electricity,Sudan,1997,Hydro,49
Electricity,Sudan,1998,Hydro,53
Electricity,Sudan,1999,Hydro,49
Electricity,Sudan,2000,Hydro,46
Electricity,Sudan,2001,Hydro,44
Electricity,Sudan,2002,Hydro,41
Electricity,Sudan,2003,Hydro,34
Electricity,Sudan,2004,Hydro,31
Electricity,Sudan,2005,Hydro,32
Electricity,Sudan,2006,Hydro,30
Electricity,Sudan,2007,Hydro,28
Electricity,Sudan,2008,Hydro,26
Electricity,Sudan,2009,Hydro,49
Electricity,Sudan,2010,Hydro,82
Electricity,Sudan,2011,Hydro,76
Electricity,Sudan,2012,Hydro,70
Electricity,Sudan,2013,Hydro,80
Electricity,Sudan,2014,Hydro,78
Electricity,Saudi Arabia,1971,Hydro,0
Electricity,Saudi Arabia,1972,Hydro,0
Electricity,Saudi Arabia,1973,Hydro,0
Electricity,Saudi Arabia,1974,Hydro,0
Electricity,Saudi Arabia,1975,Hydro,0
Electricity,Saudi Arabia,1976,Hydro,0
Electricity,Saudi Arabia,1977,Hydro,0
Electricity,Saudi Arabia,1978,Hydro,0
Electricity,Saudi Arabia,1979,Hydro,0
Electricity,Saudi Arabia,1980,Hydro,0
Electricity,Saudi Arabia,1981,Hydro,0
Electricity,Saudi Arabia,1982,Hydro,0
Electricity,Saudi Arabia,1983,Hydro,0
Electricity,Saudi Arabia,1984,Hydro,0
Electricity,Saudi Arabia,1985,Hydro,0
Electricity,Saudi Arabia,1986,Hydro,0
Electricity,Saudi Arabia,1987,Hydro,0
Electricity,Saudi Arabia,1988,Hydro,0
Electricity,Saudi Arabia,1989,Hydro,0
Electricity,Saudi Arabia,1990,Hydro,0
Electricity,Saudi Arabia,1991,Hydro,0
Electricity,Saudi Arabia,1992,Hydro,0
Electricity,Saudi Arabia,1993,Hydro,0
Electricity,Saudi Arabia,1994,Hydro,0
Electricity,Saudi Arabia,1995,Hydro,0
Electricity,Saudi Arabia,1996,Hydro,0
Electricity,Saudi Arabia,1997,Hydro,0
Electricity,Saudi Arabia,1998,Hydro,0
Electricity,Saudi Arabia,1999,Hydro,0
Electricity,Saudi Arabia,2000,Hydro,0
Electricity,Saudi Arabia,2001,Hydro,0
Electricity,Saudi Arabia,2002,Hydro,0
Electricity,Saudi Arabia,2003,Hydro,0
Electricity,Saudi Arabia,2004,Hydro,0
Electricity,Saudi Arabia,2005,Hydro,0
Electricity,Saudi Arabia,2006,Hydro,0
Electricity,Saudi Arabia,2007,Hydro,0
Electricity,Saudi Arabia,2008,Hydro,0
Electricity,Saudi Arabia,2009,Hydro,0
Electricity,Saudi Arabia,2010,Hydro,0
Electricity,Saudi Arabia,2011,Hydro,0
Electricity,Saudi Arabia,2012,Hydro,0
Electricity,Saudi Arabia,2013,Hydro,0
Electricity,Saudi Arabia,2014,Hydro,0
Electricity,South Asia,1971,Hydro,42
Electricity,South Asia,1972,Hydro,39
Electricity,South Asia,1973,Hydro,40
Electricity,South Asia,1974,Hydro,37
Electricity,South Asia,1975,Hydro,39
Electricity,South Asia,1976,Hydro,38
Electricity,South Asia,1977,Hydro,39
Electricity,South Asia,1978,Hydro,44
Electricity,South Asia,1979,Hydro,42
Electricity,South Asia,1980,Hydro,40
Electricity,South Asia,1981,Hydro,39
Electricity,South Asia,1982,Hydro,36
Electricity,South Asia,1983,Hydro,35
Electricity,South Asia,1984,Hydro,34
Electricity,South Asia,1985,Hydro,30
Electricity,South Asia,1986,Hydro,29
Electricity,South Asia,1987,Hydro,25
Electricity,South Asia,1988,Hydro,27
Electricity,South Asia,1989,Hydro,26
Electricity,South Asia,1990,Hydro,27
Electricity,South Asia,1991,Hydro,25
Electricity,South Asia,1992,Hydro,23
Electricity,South Asia,1993,Hydro,22
Electricity,South Asia,1994,Hydro,24
Electricity,South Asia,1995,Hydro,20
Electricity,South Asia,1996,Hydro,18
Electricity,South Asia,1997,Hydro,18
Electricity,South Asia,1998,Hydro,18
Electricity,South Asia,1999,Hydro,16
Electricity,South Asia,2000,Hydro,14
Electricity,South Asia,2001,Hydro,14
Electricity,South Asia,2002,Hydro,13
Electricity,South Asia,2003,Hydro,14
Electricity,South Asia,2004,Hydro,15
Electricity,South Asia,2005,Hydro,17
Electricity,South Asia,2006,Hydro,17
Electricity,South Asia,2007,Hydro,16
Electricity,South Asia,2008,Hydro,15
Electricity,South Asia,2009,Hydro,13
Electricity,South Asia,2010,Hydro,14
Electricity,South Asia,2011,Hydro,14
Electricity,South Asia,2012,Hydro,12
Electricity,South Asia,2013,Hydro,13
Electricity,South Asia,2014,Hydro,12
Electricity,Romania,1971,Hydro,11
Electricity,Romania,1972,Hydro,16
Electricity,Romania,1973,Hydro,16
Electricity,Romania,1974,Hydro,17
Electricity,Romania,1975,Hydro,17
Electricity,Romania,1976,Hydro,13
Electricity,Romania,1977,Hydro,15
Electricity,Romania,1978,Hydro,16
Electricity,Romania,1979,Hydro,17
Electricity,Romania,1980,Hydro,18
Electricity,Romania,1981,Hydro,18
Electricity,Romania,1982,Hydro,17
Electricity,Romania,1983,Hydro,14
Electricity,Romania,1984,Hydro,15
Electricity,Romania,1985,Hydro,17
Electricity,Romania,1986,Hydro,14
Electricity,Romania,1987,Hydro,15
Electricity,Romania,1988,Hydro,19
Electricity,Romania,1989,Hydro,18
Electricity,Romania,1990,Hydro,17
Electricity,Romania,1991,Hydro,25
Electricity,Romania,1992,Hydro,21
Electricity,Romania,1993,Hydro,23
Electricity,Romania,1994,Hydro,23
Electricity,Romania,1995,Hydro,28
Electricity,Romania,1996,Hydro,25
Electricity,Romania,1997,Hydro,30
Electricity,Romania,1998,Hydro,35
Electricity,Romania,1999,Hydro,36
Electricity,Romania,2000,Hydro,28
Electricity,Romania,2001,Hydro,27
Electricity,Romania,2002,Hydro,29
Electricity,Romania,2003,Hydro,24
Electricity,Romania,2004,Hydro,29
Electricity,Romania,2005,Hydro,34
Electricity,Romania,2006,Hydro,29
Electricity,Romania,2007,Hydro,25
Electricity,Romania,2008,Hydro,26
Electricity,Romania,2009,Hydro,26
Electricity,Romania,2010,Hydro,32
Electricity,Romania,2011,Hydro,23
Electricity,Romania,2012,Hydro,20
Electricity,Romania,2013,Hydro,25
Electricity,Romania,2014,Hydro,28
Electricity,Qatar,1971,Hydro,0
Electricity,Qatar,1972,Hydro,0
Electricity,Qatar,1973,Hydro,0
Electricity,Qatar,1974,Hydro,0
Electricity,Qatar,1975,Hydro,0
Electricity,Qatar,1976,Hydro,0
Electricity,Qatar,1977,Hydro,0
Electricity,Qatar,1978,Hydro,0
Electricity,Qatar,1979,Hydro,0
Electricity,Qatar,1980,Hydro,0
Electricity,Qatar,1981,Hydro,0
Electricity,Qatar,1982,Hydro,0
Electricity,Qatar,1983,Hydro,0
Electricity,Qatar,1984,Hydro,0
Electricity,Qatar,1985,Hydro,0
Electricity,Qatar,1986,Hydro,0
Electricity,Qatar,1987,Hydro,0
Electricity,Qatar,1988,Hydro,0
Electricity,Qatar,1989,Hydro,0
Electricity,Qatar,1990,Hydro,0
Electricity,Qatar,1991,Hydro,0
Electricity,Qatar,1992,Hydro,0
Electricity,Qatar,1993,Hydro,0
Electricity,Qatar,1994,Hydro,0
Electricity,Qatar,1995,Hydro,0
Electricity,Qatar,1996,Hydro,0
Electricity,Qatar,1997,Hydro,0
Electricity,Qatar,1998,Hydro,0
Electricity,Qatar,1999,Hydro,0
Electricity,Qatar,2000,Hydro,0
Electricity,Qatar,2001,Hydro,0
Electricity,Qatar,2002,Hydro,0
Electricity,Qatar,2003,Hydro,0
Electricity,Qatar,2004,Hydro,0
Electricity,Qatar,2005,Hydro,0
Electricity,Qatar,2006,Hydro,0
Electricity,Qatar,2007,Hydro,0
Electricity,Qatar,2008,Hydro,0
Electricity,Qatar,2009,Hydro,0
Electricity,Qatar,2010,Hydro,0
Electricity,Qatar,2011,Hydro,0
Electricity,Qatar,2012,Hydro,0
Electricity,Qatar,2013,Hydro,0
Electricity,Qatar,2014,Hydro,0
Electricity,Post-demographic dividend,1971,Hydro,21
Electricity,Post-demographic dividend,1972,Hydro,20
Electricity,Post-demographic dividend,1973,Hydro,19
Electricity,Post-demographic dividend,1974,Hydro,21
Electricity,Post-demographic dividend,1975,Hydro,20
Electricity,Post-demographic dividend,1976,Hydro,18
Electricity,Post-demographic dividend,1977,Hydro,18
Electricity,Post-demographic dividend,1978,Hydro,18
Electricity,Post-demographic dividend,1979,Hydro,18
Electricity,Post-demographic dividend,1980,Hydro,18
Electricity,Post-demographic dividend,1981,Hydro,18
Electricity,Post-demographic dividend,1982,Hydro,18
Electricity,Post-demographic dividend,1983,Hydro,19
Electricity,Post-demographic dividend,1984,Hydro,18
Electricity,Post-demographic dividend,1985,Hydro,17
Electricity,Post-demographic dividend,1986,Hydro,17
Electricity,Post-demographic dividend,1987,Hydro,16
Electricity,Post-demographic dividend,1988,Hydro,15
Electricity,Post-demographic dividend,1989,Hydro,14
Electricity,Post-demographic dividend,1990,Hydro,14
Electricity,Post-demographic dividend,1991,Hydro,14
Electricity,Post-demographic dividend,1992,Hydro,14
Electricity,Post-demographic dividend,1993,Hydro,15
Electricity,Post-demographic dividend,1994,Hydro,14
Electricity,Post-demographic dividend,1995,Hydro,14
Electricity,Post-demographic dividend,1996,Hydro,14
Electricity,Post-demographic dividend,1997,Hydro,14
Electricity,Post-demographic dividend,1998,Hydro,13
Electricity,Post-demographic dividend,1999,Hydro,13
Electricity,Post-demographic dividend,2000,Hydro,13
Electricity,Post-demographic dividend,2001,Hydro,12
Electricity,Post-demographic dividend,2002,Hydro,12
Electricity,Post-demographic dividend,2003,Hydro,12
Electricity,Post-demographic dividend,2004,Hydro,12
Electricity,Post-demographic dividend,2005,Hydro,11
Electricity,Post-demographic dividend,2006,Hydro,12
Electricity,Post-demographic dividend,2007,Hydro,11
Electricity,Post-demographic dividend,2008,Hydro,11
Electricity,Post-demographic dividend,2009,Hydro,12
Electricity,Post-demographic dividend,2010,Hydro,12
Electricity,Post-demographic dividend,2011,Hydro,12
Electricity,Post-demographic dividend,2012,Hydro,12
Electricity,Post-demographic dividend,2013,Hydro,12
Electricity,Post-demographic dividend,2014,Hydro,12
Electricity,Paraguay,1971,Hydro,69
Electricity,Paraguay,1972,Hydro,73
Electricity,Paraguay,1973,Hydro,79
Electricity,Paraguay,1974,Hydro,84
Electricity,Paraguay,1975,Hydro,88
Electricity,Paraguay,1976,Hydro,87
Electricity,Paraguay,1977,Hydro,61
Electricity,Paraguay,1978,Hydro,43
Electricity,Paraguay,1979,Hydro,64
Electricity,Paraguay,1980,Hydro,85
Electricity,Paraguay,1981,Hydro,87
Electricity,Paraguay,1982,Hydro,92
Electricity,Paraguay,1983,Hydro,93
Electricity,Paraguay,1984,Hydro,94
Electricity,Paraguay,1985,Hydro,98
Electricity,Paraguay,1986,Hydro,99
Electricity,Paraguay,1987,Hydro,99
Electricity,Paraguay,1988,Hydro,99
Electricity,Paraguay,1989,Hydro,99
Electricity,Paraguay,1990,Hydro,99
Electricity,Paraguay,1991,Hydro,99
Electricity,Paraguay,1992,Hydro,99
Electricity,Paraguay,1993,Hydro,99
Electricity,Paraguay,1994,Hydro,99
Electricity,Paraguay,1995,Hydro,99
Electricity,Paraguay,1996,Hydro,99
Electricity,Paraguay,1997,Hydro,99
Electricity,Paraguay,1998,Hydro,99
Electricity,Paraguay,1999,Hydro,99
Electricity,Paraguay,2000,Hydro,100
Electricity,Paraguay,2001,Hydro,100
Electricity,Paraguay,2002,Hydro,100
Electricity,Paraguay,2003,Hydro,100
Electricity,Paraguay,2004,Hydro,100
Electricity,Paraguay,2005,Hydro,100
Electricity,Paraguay,2006,Hydro,100
Electricity,Paraguay,2007,Hydro,100
Electricity,Paraguay,2008,Hydro,100
Electricity,Paraguay,2009,Hydro,100
Electricity,Paraguay,2010,Hydro,99
Electricity,Paraguay,2011,Hydro,99
Electricity,Paraguay,2012,Hydro,99
Electricity,Paraguay,2013,Hydro,99
Electricity,Paraguay,2014,Hydro,99
Electricity,Portugal,1971,Hydro,78
Electricity,Portugal,1972,Hydro,80
Electricity,Portugal,1973,Hydro,74
Electricity,Portugal,1974,Hydro,73
Electricity,Portugal,1975,Hydro,59
Electricity,Portugal,1976,Hydro,47
Electricity,Portugal,1977,Hydro,72
Electricity,Portugal,1978,Hydro,74
Electricity,Portugal,1979,Hydro,69
Electricity,Portugal,1980,Hydro,52
Electricity,Portugal,1981,Hydro,36
Electricity,Portugal,1982,Hydro,45
Electricity,Portugal,1983,Hydro,44
Electricity,Portugal,1984,Hydro,50
Electricity,Portugal,1985,Hydro,56
Electricity,Portugal,1986,Hydro,41
Electricity,Portugal,1987,Hydro,45
Electricity,Portugal,1988,Hydro,54
Electricity,Portugal,1989,Hydro,22
Electricity,Portugal,1990,Hydro,32
Electricity,Portugal,1991,Hydro,30
Electricity,Portugal,1992,Hydro,15
Electricity,Portugal,1993,Hydro,27
Electricity,Portugal,1994,Hydro,34
Electricity,Portugal,1995,Hydro,25
Electricity,Portugal,1996,Hydro,42
Electricity,Portugal,1997,Hydro,38
Electricity,Portugal,1998,Hydro,33
Electricity,Portugal,1999,Hydro,16
Electricity,Portugal,2000,Hydro,26
Electricity,Portugal,2001,Hydro,30
Electricity,Portugal,2002,Hydro,17
Electricity,Portugal,2003,Hydro,33
Electricity,Portugal,2004,Hydro,22
Electricity,Portugal,2005,Hydro,10
Electricity,Portugal,2006,Hydro,22
Electricity,Portugal,2007,Hydro,21
Electricity,Portugal,2008,Hydro,14
Electricity,Portugal,2009,Hydro,16
Electricity,Portugal,2010,Hydro,30
Electricity,Portugal,2011,Hydro,22
Electricity,Portugal,2012,Hydro,12
Electricity,Portugal,2013,Hydro,27
Electricity,Portugal,2014,Hydro,29
Electricity,"Korea, Dem. Peopleâs Rep.",1971,Hydro,61
Electricity,"Korea, Dem. Peopleâs Rep.",1972,Hydro,59
Electricity,"Korea, Dem. Peopleâs Rep.",1973,Hydro,57
Electricity,"Korea, Dem. Peopleâs Rep.",1974,Hydro,55
Electricity,"Korea, Dem. Peopleâs Rep.",1975,Hydro,53
Electricity,"Korea, Dem. Peopleâs Rep.",1976,Hydro,52
Electricity,"Korea, Dem. Peopleâs Rep.",1977,Hydro,52
Electricity,"Korea, Dem. Peopleâs Rep.",1978,Hydro,51
Electricity,"Korea, Dem. Peopleâs Rep.",1979,Hydro,50
Electricity,"Korea, Dem. Peopleâs Rep.",1980,Hydro,50
Electricity,"Korea, Dem. Peopleâs Rep.",1981,Hydro,49
Electricity,"Korea, Dem. Peopleâs Rep.",1982,Hydro,48
Electricity,"Korea, Dem. Peopleâs Rep.",1983,Hydro,48
Electricity,"Korea, Dem. Peopleâs Rep.",1984,Hydro,47
Electricity,"Korea, Dem. Peopleâs Rep.",1985,Hydro,49
Electricity,"Korea, Dem. Peopleâs Rep.",1986,Hydro,51
Electricity,"Korea, Dem. Peopleâs Rep.",1987,Hydro,52
Electricity,"Korea, Dem. Peopleâs Rep.",1988,Hydro,53
Electricity,"Korea, Dem. Peopleâs Rep.",1989,Hydro,51
Electricity,"Korea, Dem. Peopleâs Rep.",1990,Hydro,56
Electricity,"Korea, Dem. Peopleâs Rep.",1991,Hydro,57
Electricity,"Korea, Dem. Peopleâs Rep.",1992,Hydro,57
Electricity,"Korea, Dem. Peopleâs Rep.",1993,Hydro,60
Electricity,"Korea, Dem. Peopleâs Rep.",1994,Hydro,59
Electricity,"Korea, Dem. Peopleâs Rep.",1995,Hydro,61
Electricity,"Korea, Dem. Peopleâs Rep.",1996,Hydro,58
Electricity,"Korea, Dem. Peopleâs Rep.",1997,Hydro,55
Electricity,"Korea, Dem. Peopleâs Rep.",1998,Hydro,60
Electricity,"Korea, Dem. Peopleâs Rep.",1999,Hydro,55
Electricity,"Korea, Dem. Peopleâs Rep.",2000,Hydro,52
Electricity,"Korea, Dem. Peopleâs Rep.",2001,Hydro,52
Electricity,"Korea, Dem. Peopleâs Rep.",2002,Hydro,53
Electricity,"Korea, Dem. Peopleâs Rep.",2003,Hydro,55
Electricity,"Korea, Dem. Peopleâs Rep.",2004,Hydro,56
Electricity,"Korea, Dem. Peopleâs Rep.",2005,Hydro,57
Electricity,"Korea, Dem. Peopleâs Rep.",2006,Hydro,56
Electricity,"Korea, Dem. Peopleâs Rep.",2007,Hydro,61
Electricity,"Korea, Dem. Peopleâs Rep.",2008,Hydro,60
Electricity,"Korea, Dem. Peopleâs Rep.",2009,Hydro,59
Electricity,"Korea, Dem. Peopleâs Rep.",2010,Hydro,61
Electricity,"Korea, Dem. Peopleâs Rep.",2011,Hydro,68
Electricity,"Korea, Dem. Peopleâs Rep.",2012,Hydro,70
Electricity,"Korea, Dem. Peopleâs Rep.",2013,Hydro,75
Electricity,"Korea, Dem. Peopleâs Rep.",2014,Hydro,72
Electricity,Pre-demographic dividend,1971,Hydro,52
Electricity,Pre-demographic dividend,1972,Hydro,55
Electricity,Pre-demographic dividend,1973,Hydro,54
Electricity,Pre-demographic dividend,1974,Hydro,60
Electricity,Pre-demographic dividend,1975,Hydro,58
Electricity,Pre-demographic dividend,1976,Hydro,58
Electricity,Pre-demographic dividend,1977,Hydro,56
Electricity,Pre-demographic dividend,1978,Hydro,52
Electricity,Pre-demographic dividend,1979,Hydro,51
Electricity,Pre-demographic dividend,1980,Hydro,48
Electricity,Pre-demographic dividend,1981,Hydro,49
Electricity,Pre-demographic dividend,1982,Hydro,46
Electricity,Pre-demographic dividend,1983,Hydro,41
Electricity,Pre-demographic dividend,1984,Hydro,39
Electricity,Pre-demographic dividend,1985,Hydro,40
Electricity,Pre-demographic dividend,1986,Hydro,39
Electricity,Pre-demographic dividend,1987,Hydro,39
Electricity,Pre-demographic dividend,1988,Hydro,41
Electricity,Pre-demographic dividend,1989,Hydro,41
Electricity,Pre-demographic dividend,1990,Hydro,41
Electricity,Pre-demographic dividend,1991,Hydro,43
Electricity,Pre-demographic dividend,1992,Hydro,38
Electricity,Pre-demographic dividend,1993,Hydro,38
Electricity,Pre-demographic dividend,1994,Hydro,36
Electricity,Pre-demographic dividend,1995,Hydro,36
Electricity,Pre-demographic dividend,1996,Hydro,35
Electricity,Pre-demographic dividend,1997,Hydro,34
Electricity,Pre-demographic dividend,1998,Hydro,38
Electricity,Pre-demographic dividend,1999,Hydro,38
Electricity,Pre-demographic dividend,2000,Hydro,38
Electricity,Pre-demographic dividend,2001,Hydro,40
Electricity,Pre-demographic dividend,2002,Hydro,40
Electricity,Pre-demographic dividend,2003,Hydro,41
Electricity,Pre-demographic dividend,2004,Hydro,38
Electricity,Pre-demographic dividend,2005,Hydro,43
Electricity,Pre-demographic dividend,2006,Hydro,42
Electricity,Pre-demographic dividend,2007,Hydro,42
Electricity,Pre-demographic dividend,2008,Hydro,39
Electricity,Pre-demographic dividend,2009,Hydro,39
Electricity,Pre-demographic dividend,2010,Hydro,38
Electricity,Pre-demographic dividend,2011,Hydro,36
Electricity,Pre-demographic dividend,2012,Hydro,37
Electricity,Pre-demographic dividend,2013,Hydro,35
Electricity,Pre-demographic dividend,2014,Hydro,32
Electricity,Poland,1971,Hydro,2
Electricity,Poland,1972,Hydro,1
Electricity,Poland,1973,Hydro,1
Electricity,Poland,1974,Hydro,2
Electricity,Poland,1975,Hydro,2
Electricity,Poland,1976,Hydro,1
Electricity,Poland,1977,Hydro,1
Electricity,Poland,1978,Hydro,1
Electricity,Poland,1979,Hydro,1
Electricity,Poland,1980,Hydro,1
Electricity,Poland,1981,Hydro,1
Electricity,Poland,1982,Hydro,1
Electricity,Poland,1983,Hydro,1
Electricity,Poland,1984,Hydro,1
Electricity,Poland,1985,Hydro,1
Electricity,Poland,1986,Hydro,1
Electricity,Poland,1987,Hydro,1
Electricity,Poland,1988,Hydro,1
Electricity,Poland,1989,Hydro,1
Electricity,Poland,1990,Hydro,1
Electricity,Poland,1991,Hydro,1
Electricity,Poland,1992,Hydro,1
Electricity,Poland,1993,Hydro,1
Electricity,Poland,1994,Hydro,1
Electricity,Poland,1995,Hydro,1
Electricity,Poland,1996,Hydro,1
Electricity,Poland,1997,Hydro,1
Electricity,Poland,1998,Hydro,1
Electricity,Poland,1999,Hydro,1
Electricity,Poland,2000,Hydro,1
Electricity,Poland,2001,Hydro,1
Electricity,Poland,2002,Hydro,1
Electricity,Poland,2003,Hydro,1
Electricity,Poland,2004,Hydro,1
Electricity,Poland,2005,Hydro,1
Electricity,Poland,2006,Hydro,1
Electricity,Poland,2007,Hydro,1
Electricity,Poland,2008,Hydro,1
Electricity,Poland,2009,Hydro,1
Electricity,Poland,2010,Hydro,1
Electricity,Poland,2011,Hydro,1
Electricity,Poland,2012,Hydro,1
Electricity,Poland,2013,Hydro,1
Electricity,Poland,2014,Hydro,1
Electricity,Philippines,1971,Hydro,0
Electricity,Philippines,1972,Hydro,0
Electricity,Philippines,1973,Hydro,14
Electricity,Philippines,1974,Hydro,18
Electricity,Philippines,1975,Hydro,16
Electricity,Philippines,1976,Hydro,18
Electricity,Philippines,1977,Hydro,14
Electricity,Philippines,1978,Hydro,18
Electricity,Philippines,1979,Hydro,17
Electricity,Philippines,1980,Hydro,19
Electricity,Philippines,1981,Hydro,20
Electricity,Philippines,1982,Hydro,19
Electricity,Philippines,1983,Hydro,18
Electricity,Philippines,1984,Hydro,24
Electricity,Philippines,1985,Hydro,24
Electricity,Philippines,1986,Hydro,28
Electricity,Philippines,1987,Hydro,23
Electricity,Philippines,1988,Hydro,25
Electricity,Philippines,1989,Hydro,25
Electricity,Philippines,1990,Hydro,23
Electricity,Philippines,1991,Hydro,20
Electricity,Philippines,1992,Hydro,17
Electricity,Philippines,1993,Hydro,18
Electricity,Philippines,1994,Hydro,19
Electricity,Philippines,1995,Hydro,18
Electricity,Philippines,1996,Hydro,19
Electricity,Philippines,1997,Hydro,15
Electricity,Philippines,1998,Hydro,12
Electricity,Philippines,1999,Hydro,18
Electricity,Philippines,2000,Hydro,17
Electricity,Philippines,2001,Hydro,15
Electricity,Philippines,2002,Hydro,14
Electricity,Philippines,2003,Hydro,14
Electricity,Philippines,2004,Hydro,15
Electricity,Philippines,2005,Hydro,14
Electricity,Philippines,2006,Hydro,17
Electricity,Philippines,2007,Hydro,14
Electricity,Philippines,2008,Hydro,16
Electricity,Philippines,2009,Hydro,15
Electricity,Philippines,2010,Hydro,11
Electricity,Philippines,2011,Hydro,14
Electricity,Philippines,2012,Hydro,14
Electricity,Philippines,2013,Hydro,13
Electricity,Philippines,2014,Hydro,11
Electricity,Peru,1971,Hydro,72
Electricity,Peru,1972,Hydro,70
Electricity,Peru,1973,Hydro,71
Electricity,Peru,1974,Hydro,71
Electricity,Peru,1975,Hydro,73
Electricity,Peru,1976,Hydro,73
Electricity,Peru,1977,Hydro,69
Electricity,Peru,1978,Hydro,70
Electricity,Peru,1979,Hydro,72
Electricity,Peru,1980,Hydro,69
Electricity,Peru,1981,Hydro,74
Electricity,Peru,1982,Hydro,74
Electricity,Peru,1983,Hydro,75
Electricity,Peru,1984,Hydro,73
Electricity,Peru,1985,Hydro,77
Electricity,Peru,1986,Hydro,77
Electricity,Peru,1987,Hydro,77
Electricity,Peru,1988,Hydro,76
Electricity,Peru,1989,Hydro,76
Electricity,Peru,1990,Hydro,75
Electricity,Peru,1991,Hydro,79
Electricity,Peru,1992,Hydro,73
Electricity,Peru,1993,Hydro,79
Electricity,Peru,1994,Hydro,80
Electricity,Peru,1995,Hydro,79
Electricity,Peru,1996,Hydro,77
Electricity,Peru,1997,Hydro,73
Electricity,Peru,1998,Hydro,74
Electricity,Peru,1999,Hydro,76
Electricity,Peru,2000,Hydro,81
Electricity,Peru,2001,Hydro,84
Electricity,Peru,2002,Hydro,82
Electricity,Peru,2003,Hydro,80
Electricity,Peru,2004,Hydro,72
Electricity,Peru,2005,Hydro,70
Electricity,Peru,2006,Hydro,72
Electricity,Peru,2007,Hydro,65
Electricity,Peru,2008,Hydro,58
Electricity,Peru,2009,Hydro,59
Electricity,Peru,2010,Hydro,55
Electricity,Peru,2011,Hydro,55
Electricity,Peru,2012,Hydro,53
Electricity,Peru,2013,Hydro,51
Electricity,Peru,2014,Hydro,48
Electricity,Panama,1971,Hydro,9
Electricity,Panama,1972,Hydro,8
Electricity,Panama,1973,Hydro,8
Electricity,Panama,1974,Hydro,8
Electricity,Panama,1975,Hydro,7
Electricity,Panama,1976,Hydro,9
Electricity,Panama,1977,Hydro,22
Electricity,Panama,1978,Hydro,47
Electricity,Panama,1979,Hydro,45
Electricity,Panama,1980,Hydro,53
Electricity,Panama,1981,Hydro,70
Electricity,Panama,1982,Hydro,51
Electricity,Panama,1983,Hydro,38
Electricity,Panama,1984,Hydro,67
Electricity,Panama,1985,Hydro,79
Electricity,Panama,1986,Hydro,81
Electricity,Panama,1987,Hydro,76
Electricity,Panama,1988,Hydro,85
Electricity,Panama,1989,Hydro,84
Electricity,Panama,1990,Hydro,83
Electricity,Panama,1991,Hydro,72
Electricity,Panama,1992,Hydro,65
Electricity,Panama,1993,Hydro,72
Electricity,Panama,1994,Hydro,71
Electricity,Panama,1995,Hydro,68
Electricity,Panama,1996,Hydro,78
Electricity,Panama,1997,Hydro,71
Electricity,Panama,1998,Hydro,51
Electricity,Panama,1999,Hydro,68
Electricity,Panama,2000,Hydro,69
Electricity,Panama,2001,Hydro,48
